,premisse,hypothèse,label
994,Qu’est-ce que je risque si je remets un faux diplôme ou un CV trafiqué à mon futur employeur ?,la question concerne la catégorie Travail,0
995,Je suis travailleuse salariée. Quand dois-je avertir mon employeur de ma grossesse ?,la question concerne la catégorie Protection sociale,0
996,Je vis avec ma famille en Belgique. Je me marie. Peut-on m'expulser si je vais à la commune pour me marier ?,la question concerne la catégorie Etrangers,0
997,Je vis avec ma famille en Belgique. Je me marie. Puis-je me marier en Belgique ?,la question concerne la catégorie Etrangers,0
998,Je suis travailleur salarié(e). Dois-je signaler ma grossesse à l'entretien d'embauche ?,la question concerne la catégorie Travail,0
999,"Mon enfant est mort-né, peut-on déclarer sa naissance ?",la question concerne la catégorie Protection sociale,0
1000,Je vis avec ma famille en Belgique. Je me marie. L'officier d'état civil peut-il refuser mon mariage ?,la question concerne la catégorie Etrangers,0
1001,Je suis travailleur salarié(e). Suis-je écartée pendant l'allaitement ?,la question concerne la catégorie Travail,0
1002,Puis-je contester la décision du tribunal si je ne suis pas d'accord ?,la question concerne la catégorie Protection sociale,0
1003,Je suis travailleur salarié(e). Suis-je écartée pendant ma grossesse ?,la question concerne la catégorie Travail,0
1004,Je ne suis pas d’accord avec la décision du médecin-conseil. Puis-je la contester ?,la question concerne la catégorie Protection sociale,0
1005,Pourquoi faut-il déclarer l'enfant à la commune ?,la question concerne la catégorie Protection sociale,0
1006,Qui sont les débiteurs alimentaires auprès desquels le CPAS peut récupérer l'aide sociale ?,la question concerne la catégorie Protection sociale,0
1007,Je reçois les confidences en tant que professionnel. Puis-je lever le secret pour une «concertation de cas» ?,la question concerne la catégorie Travail,0
1008,Ai-je droit au chômage en cas de rupture du contrat de travail pour force majeure médicale ?,la question concerne la catégorie Travail,0
1009,Qu'est-ce que je risque comme sanctions si je travaille au noir ?,la question concerne la catégorie Travail,0
1010,Suis-je payé pendant la procédure du trajet de réintégration ?,la question concerne la catégorie Protection sociale,0
1011,Je vis avec ma famille en Belgique. Je me marie. Comment faire pour me marier en Belgique ?,la question concerne la catégorie Etrangers,0
1012,"Je suis majeur. Je suis handicapé . A quelles conditions puis-je demander la nationalité belge si je suis handicapé, invalide ou pensionné ?",la question concerne la catégorie Etrangers,0
1013,Je suis majeur. Je suis handicapé . Que faire si je n'ai pas d'acte de naissance pour ma demande de nationalité ?,la question concerne la catégorie Etrangers,0
1014,Dois-je payer quelque chose si j'introduis un recours devant le tribunal du travail contre la décision du CPAS ?,la question concerne la catégorie Protection sociale,0
1015,A quelles conditions peut-on rompre le contrat pour force majeure médicale ?,la question concerne la catégorie Travail,0
1016,Quelle procédure le CPAS doit-il respecter pour récupérer l'aide sociale ?,la question concerne la catégorie Protection sociale,0
1017,Je vis avec ma famille en Belgique. Je me marie. Que faire si je n'ai pas d'acte de naissance pour effectuer ma déclaration de mariage ?,la question concerne la catégorie Etrangers,0
1018,Dois-je passer un examen médical avant de reprendre un travail adapté ?,la question concerne la catégorie Protection sociale,0
1019,A-t-on droit à l'allocation de naissance en cas de fausse couche ou d'enfant mort-né à Bruxelles ?,la question concerne la catégorie Protection sociale,0
1020,Qui doit déclarer la naissance ?,la question concerne la catégorie Protection sociale,0
1021,Je vis avec ma famille en Belgique. Je me marie. Je suis étranger: peut-on demander l'annulation de notre mariage ?,la question concerne la catégorie Etrangers,0
1022,"Je reçois les confidences en tant que professionnel. Je travaille dans un CPAS, dois-je communiquer spontanément au procureur du Roi des soupçons de radicalisation ou de terrorisme ?",la question concerne la catégorie Travail,0
1023,Les régimes de protection des personnes fragilisées ?,la question concerne la catégorie Protection sociale,0
1024,Faut-il prendre un avocat pour aller au tribunal du travail contre un CPAS ?,la question concerne la catégorie Protection sociale,0
1025,Je suis travailleuse salariée. Puis-je refuser de faire des heures supplémentaires ou de travailler de nuit ?,la question concerne la catégorie Protection sociale,0
1026,Je vis avec ma famille en Belgique. Je me marie. Je suis étranger: peut-on demander l'annulation de notre mariage ?,la question concerne la catégorie Etrangers,0
1027,Je ne suis pas d’accord avec la décision du médecin-conseil. Puis-je la contester ?,la question concerne la catégorie Protection sociale,0
1028,"Je suis travailleur salarié(e). Quand dois-je reprendre le travail après le congé de maternité, et quelles démarches dois-je faire ?",la question concerne la catégorie Travail,0
1029,Comment introduire un recours contre la décision du CPAS devant le tribunal ?,la question concerne la catégorie Protection sociale,0
1030,Je vis avec ma famille en Belgique. Je me marie. Puis-je venir en Belgique pour me marier ?,la question concerne la catégorie Etrangers,0
1031,Qu'est-ce que la traite d'êtres humains ?,la question concerne la catégorie Etrangers,0
1032,Quelle procédure le CPAS doit-il respecter pour demander à mes débiteurs alimentaires de rembourser le RIS ?,la question concerne la catégorie Protection sociale,0
1033,Dans quels cas le CPAS peut-il me demander de rembourser le RIS que j'ai reçu ?,la question concerne la catégorie Protection sociale,0
1034,Où et comment faut-il déclarer la naissance ?,la question concerne la catégorie Protection sociale,0
1035,A-t-on droit à l'allocation de naissance en cas de fausse couche ou de bébé mort-né ?,la question concerne la catégorie Protection sociale,0
1036,Faut-il toujours passer un examen médical avant de reprendre le travail ?,la question concerne la catégorie Protection sociale,0
1037,Je vis avec ma famille en Belgique. Je me marie. Puis-je effectuer un recours si on refuse mon mariage ?,la question concerne la catégorie Etrangers,0
1038,Je suis travailleuse salariée. Suis-je écartée pendant ma grossesse ?,la question concerne la catégorie Protection sociale,0
1039,Comment acter la rupture pour force majeure médicale ?,la question concerne la catégorie Travail,0
1040,Quels sont les risques d'accepter un travail au noir si je suis au chômage ou en stage d'insertion professionnelle ?,la question concerne la catégorie Protection sociale,0
1041,"Si le CPAS est condamné et qu'il va en appel, va-t-il me payer l'aide ?",la question concerne la catégorie Protection sociale,0
1042,Je suis travailleur salarié(e). Puis-je refuser de faire des heures supplémentaires ou de travailler de nuit ?,la question concerne la catégorie Famille,1
1043,Suis-je payé pendant la procédure du trajet de réintégration ?,la question concerne la catégorie Protection sociale,1
1044,Le CPAS peut-il faire des retenues sur mon RIS ?,la question concerne la catégorie Etrangers,1
1045,Qu'est-ce que le trajet de réintégration ?,la question concerne la catégorie Logement,1
1046,Je suis majeur. Je suis handicapé . Comment se déroule la procédure de demande de nationalité ?,la question concerne la catégorie Travail,1
1047,Comment se passe la procédure du trajet de réintégration ?,la question concerne la catégorie Argent,1
1048,Comment se passe la procédure du trajet de réintégration ?,la question concerne la catégorie Famille,1
1049,Je suis travailleuse salariée. Dois-je signaler ma grossesse à l'entretien d'embauche ?,la question concerne la catégorie Argent,1
1050,"Quels sont mes droits (rémunération, horaires, etc.) si je reprends un travail à temps partiel suite à un trajet de réintégration ?",la question concerne la catégorie Justice,1
1051,Qu’est-ce que je risque si je remets un faux diplôme ou un CV trafiqué à mon futur employeur ?,la question concerne la catégorie Protection sociale,1
1052,Je suis travailleuse salariée. Quand dois-je avertir mon employeur de ma grossesse ?,la question concerne la catégorie Justice,1
1053,Je vis avec ma famille en Belgique. Je me marie. Peut-on m'expulser si je vais à la commune pour me marier ?,la question concerne la catégorie Justice,1
1054,Je vis avec ma famille en Belgique. Je me marie. Puis-je me marier en Belgique ?,la question concerne la catégorie Logement,1
1055,Je suis travailleur salarié(e). Dois-je signaler ma grossesse à l'entretien d'embauche ?,la question concerne la catégorie Famille,1
1056,"Mon enfant est mort-né, peut-on déclarer sa naissance ?",la question concerne la catégorie Etrangers,1
1057,Je vis avec ma famille en Belgique. Je me marie. L'officier d'état civil peut-il refuser mon mariage ?,la question concerne la catégorie Justice,1
1058,Je suis travailleur salarié(e). Suis-je écartée pendant l'allaitement ?,la question concerne la catégorie Famille,1
1059,Puis-je contester la décision du tribunal si je ne suis pas d'accord ?,la question concerne la catégorie Etrangers,1
1060,Je suis travailleur salarié(e). Suis-je écartée pendant ma grossesse ?,la question concerne la catégorie Famille,1
1061,Je ne suis pas d’accord avec la décision du médecin-conseil. Puis-je la contester ?,la question concerne la catégorie Argent,1
1062,Pourquoi faut-il déclarer l'enfant à la commune ?,la question concerne la catégorie Argent,1
1063,Qui sont les débiteurs alimentaires auprès desquels le CPAS peut récupérer l'aide sociale ?,la question concerne la catégorie Famille,1
1064,Je reçois les confidences en tant que professionnel. Puis-je lever le secret pour une «concertation de cas» ?,la question concerne la catégorie Famille,1
1065,Ai-je droit au chômage en cas de rupture du contrat de travail pour force majeure médicale ?,la question concerne la catégorie Famille,1
1066,Qu'est-ce que je risque comme sanctions si je travaille au noir ?,la question concerne la catégorie Etrangers,1
1067,Suis-je payé pendant la procédure du trajet de réintégration ?,la question concerne la catégorie Argent,1
1068,Je vis avec ma famille en Belgique. Je me marie. Comment faire pour me marier en Belgique ?,la question concerne la catégorie Logement,1
1069,"Je suis majeur. Je suis handicapé . A quelles conditions puis-je demander la nationalité belge si je suis handicapé, invalide ou pensionné ?",la question concerne la catégorie Travail,1
1070,Je suis majeur. Je suis handicapé . Que faire si je n'ai pas d'acte de naissance pour ma demande de nationalité ?,la question concerne la catégorie Logement,1
1071,Dois-je payer quelque chose si j'introduis un recours devant le tribunal du travail contre la décision du CPAS ?,la question concerne la catégorie Logement,1
1072,A quelles conditions peut-on rompre le contrat pour force majeure médicale ?,la question concerne la catégorie Justice,1
1073,Quelle procédure le CPAS doit-il respecter pour récupérer l'aide sociale ?,la question concerne la catégorie Travail,1
1074,Je vis avec ma famille en Belgique. Je me marie. Que faire si je n'ai pas d'acte de naissance pour effectuer ma déclaration de mariage ?,la question concerne la catégorie Protection sociale,1
1075,Dois-je passer un examen médical avant de reprendre un travail adapté ?,la question concerne la catégorie Etrangers,1
1076,A-t-on droit à l'allocation de naissance en cas de fausse couche ou d'enfant mort-né à Bruxelles ?,la question concerne la catégorie Argent,1
1077,Qui doit déclarer la naissance ?,la question concerne la catégorie Etrangers,1
1078,Je vis avec ma famille en Belgique. Je me marie. Je suis étranger: peut-on demander l'annulation de notre mariage ?,la question concerne la catégorie Justice,1
1079,"Je reçois les confidences en tant que professionnel. Je travaille dans un CPAS, dois-je communiquer spontanément au procureur du Roi des soupçons de radicalisation ou de terrorisme ?",la question concerne la catégorie Argent,1
1080,Les régimes de protection des personnes fragilisées ?,la question concerne la catégorie Justice,1
1081,Faut-il prendre un avocat pour aller au tribunal du travail contre un CPAS ?,la question concerne la catégorie Argent,1
1082,Je suis travailleuse salariée. Puis-je refuser de faire des heures supplémentaires ou de travailler de nuit ?,la question concerne la catégorie Famille,1
1083,Je vis avec ma famille en Belgique. Je me marie. Je suis étranger: peut-on demander l'annulation de notre mariage ?,la question concerne la catégorie Travail,1
1084,Je ne suis pas d’accord avec la décision du médecin-conseil. Puis-je la contester ?,la question concerne la catégorie Argent,1
1085,"Je suis travailleur salarié(e). Quand dois-je reprendre le travail après le congé de maternité, et quelles démarches dois-je faire ?",la question concerne la catégorie Etrangers,1
1086,Comment introduire un recours contre la décision du CPAS devant le tribunal ?,la question concerne la catégorie Travail,1
1087,Je vis avec ma famille en Belgique. Je me marie. Puis-je venir en Belgique pour me marier ?,la question concerne la catégorie Justice,1
1088,Qu'est-ce que la traite d'êtres humains ?,la question concerne la catégorie Justice,1
1089,Quelle procédure le CPAS doit-il respecter pour demander à mes débiteurs alimentaires de rembourser le RIS ?,la question concerne la catégorie Famille,1
1090,Dans quels cas le CPAS peut-il me demander de rembourser le RIS que j'ai reçu ?,la question concerne la catégorie Justice,1
1091,Où et comment faut-il déclarer la naissance ?,la question concerne la catégorie Argent,1
1092,A-t-on droit à l'allocation de naissance en cas de fausse couche ou de bébé mort-né ?,la question concerne la catégorie Etrangers,1
1093,Faut-il toujours passer un examen médical avant de reprendre le travail ?,la question concerne la catégorie Famille,1
1094,Je vis avec ma famille en Belgique. Je me marie. Puis-je effectuer un recours si on refuse mon mariage ?,la question concerne la catégorie Argent,1
1095,Je suis travailleuse salariée. Suis-je écartée pendant ma grossesse ?,la question concerne la catégorie Travail,1
1096,Comment acter la rupture pour force majeure médicale ?,la question concerne la catégorie Etrangers,1
1097,Quels sont les risques d'accepter un travail au noir si je suis au chômage ou en stage d'insertion professionnelle ?,la question concerne la catégorie Logement,1
1098,"Si le CPAS est condamné et qu'il va en appel, va-t-il me payer l'aide ?",la question concerne la catégorie Famille,1
1099,Je suis travailleur salarié(e). Puis-je refuser de faire des heures supplémentaires ou de travailler de nuit ?,la question ne concerne pas la catégorie Travail,2
1100,Suis-je payé pendant la procédure du trajet de réintégration ?,la question ne concerne pas la catégorie Travail,2
1101,Le CPAS peut-il faire des retenues sur mon RIS ?,la question ne concerne pas la catégorie Protection sociale,2
1102,Qu'est-ce que le trajet de réintégration ?,la question ne concerne pas la catégorie Protection sociale,2
1103,Je suis majeur. Je suis handicapé . Comment se déroule la procédure de demande de nationalité ?,la question ne concerne pas la catégorie Etrangers,2
1104,Comment se passe la procédure du trajet de réintégration ?,la question ne concerne pas la catégorie Protection sociale,2
1105,Comment se passe la procédure du trajet de réintégration ?,la question ne concerne pas la catégorie Travail,2
1106,Je suis travailleuse salariée. Dois-je signaler ma grossesse à l'entretien d'embauche ?,la question ne concerne pas la catégorie Protection sociale,2
1107,"Quels sont mes droits (rémunération, horaires, etc.) si je reprends un travail à temps partiel suite à un trajet de réintégration ?",la question ne concerne pas la catégorie Protection sociale,2
1108,Qu’est-ce que je risque si je remets un faux diplôme ou un CV trafiqué à mon futur employeur ?,la question ne concerne pas la catégorie Travail,2
1109,Je suis travailleuse salariée. Quand dois-je avertir mon employeur de ma grossesse ?,la question ne concerne pas la catégorie Protection sociale,2
1110,Je vis avec ma famille en Belgique. Je me marie. Peut-on m'expulser si je vais à la commune pour me marier ?,la question ne concerne pas la catégorie Etrangers,2
1111,Je vis avec ma famille en Belgique. Je me marie. Puis-je me marier en Belgique ?,la question ne concerne pas la catégorie Etrangers,2
1112,Je suis travailleur salarié(e). Dois-je signaler ma grossesse à l'entretien d'embauche ?,la question ne concerne pas la catégorie Travail,2
1113,"Mon enfant est mort-né, peut-on déclarer sa naissance ?",la question ne concerne pas la catégorie Protection sociale,2
1114,Je vis avec ma famille en Belgique. Je me marie. L'officier d'état civil peut-il refuser mon mariage ?,la question ne concerne pas la catégorie Etrangers,2
1115,Je suis travailleur salarié(e). Suis-je écartée pendant l'allaitement ?,la question ne concerne pas la catégorie Travail,2
1116,Puis-je contester la décision du tribunal si je ne suis pas d'accord ?,la question ne concerne pas la catégorie Protection sociale,2
1117,Je suis travailleur salarié(e). Suis-je écartée pendant ma grossesse ?,la question ne concerne pas la catégorie Travail,2
1118,Je ne suis pas d’accord avec la décision du médecin-conseil. Puis-je la contester ?,la question ne concerne pas la catégorie Protection sociale,2
1119,Pourquoi faut-il déclarer l'enfant à la commune ?,la question ne concerne pas la catégorie Protection sociale,2
1120,Qui sont les débiteurs alimentaires auprès desquels le CPAS peut récupérer l'aide sociale ?,la question ne concerne pas la catégorie Protection sociale,2
1121,Je reçois les confidences en tant que professionnel. Puis-je lever le secret pour une «concertation de cas» ?,la question ne concerne pas la catégorie Travail,2
1122,Ai-je droit au chômage en cas de rupture du contrat de travail pour force majeure médicale ?,la question ne concerne pas la catégorie Travail,2
1123,Qu'est-ce que je risque comme sanctions si je travaille au noir ?,la question ne concerne pas la catégorie Travail,2
1124,Suis-je payé pendant la procédure du trajet de réintégration ?,la question ne concerne pas la catégorie Protection sociale,2
1125,Je vis avec ma famille en Belgique. Je me marie. Comment faire pour me marier en Belgique ?,la question ne concerne pas la catégorie Etrangers,2
1126,"Je suis majeur. Je suis handicapé . A quelles conditions puis-je demander la nationalité belge si je suis handicapé, invalide ou pensionné ?",la question ne concerne pas la catégorie Etrangers,2
1127,Je suis majeur. Je suis handicapé . Que faire si je n'ai pas d'acte de naissance pour ma demande de nationalité ?,la question ne concerne pas la catégorie Etrangers,2
1128,Dois-je payer quelque chose si j'introduis un recours devant le tribunal du travail contre la décision du CPAS ?,la question ne concerne pas la catégorie Protection sociale,2
1129,A quelles conditions peut-on rompre le contrat pour force majeure médicale ?,la question ne concerne pas la catégorie Travail,2
1130,Quelle procédure le CPAS doit-il respecter pour récupérer l'aide sociale ?,la question ne concerne pas la catégorie Protection sociale,2
1131,Je vis avec ma famille en Belgique. Je me marie. Que faire si je n'ai pas d'acte de naissance pour effectuer ma déclaration de mariage ?,la question ne concerne pas la catégorie Etrangers,2
1132,Dois-je passer un examen médical avant de reprendre un travail adapté ?,la question ne concerne pas la catégorie Protection sociale,2
1133,A-t-on droit à l'allocation de naissance en cas de fausse couche ou d'enfant mort-né à Bruxelles ?,la question ne concerne pas la catégorie Protection sociale,2
1134,Qui doit déclarer la naissance ?,la question ne concerne pas la catégorie Protection sociale,2
1135,Je vis avec ma famille en Belgique. Je me marie. Je suis étranger: peut-on demander l'annulation de notre mariage ?,la question ne concerne pas la catégorie Etrangers,2
1136,"Je reçois les confidences en tant que professionnel. Je travaille dans un CPAS, dois-je communiquer spontanément au procureur du Roi des soupçons de radicalisation ou de terrorisme ?",la question ne concerne pas la catégorie Travail,2
1137,Les régimes de protection des personnes fragilisées ?,la question ne concerne pas la catégorie Protection sociale,2
1138,Faut-il prendre un avocat pour aller au tribunal du travail contre un CPAS ?,la question ne concerne pas la catégorie Protection sociale,2
1139,Je suis travailleuse salariée. Puis-je refuser de faire des heures supplémentaires ou de travailler de nuit ?,la question ne concerne pas la catégorie Protection sociale,2
1140,Je vis avec ma famille en Belgique. Je me marie. Je suis étranger: peut-on demander l'annulation de notre mariage ?,la question ne concerne pas la catégorie Etrangers,2
1141,Je ne suis pas d’accord avec la décision du médecin-conseil. Puis-je la contester ?,la question ne concerne pas la catégorie Protection sociale,2
1142,"Je suis travailleur salarié(e). Quand dois-je reprendre le travail après le congé de maternité, et quelles démarches dois-je faire ?",la question ne concerne pas la catégorie Travail,2
1143,Comment introduire un recours contre la décision du CPAS devant le tribunal ?,la question ne concerne pas la catégorie Protection sociale,2
1144,Je vis avec ma famille en Belgique. Je me marie. Puis-je venir en Belgique pour me marier ?,la question ne concerne pas la catégorie Etrangers,2
1145,Qu'est-ce que la traite d'êtres humains ?,la question ne concerne pas la catégorie Etrangers,2
1146,Quelle procédure le CPAS doit-il respecter pour demander à mes débiteurs alimentaires de rembourser le RIS ?,la question ne concerne pas la catégorie Protection sociale,2
1147,Dans quels cas le CPAS peut-il me demander de rembourser le RIS que j'ai reçu ?,la question ne concerne pas la catégorie Protection sociale,2
1148,Où et comment faut-il déclarer la naissance ?,la question ne concerne pas la catégorie Protection sociale,2
1149,A-t-on droit à l'allocation de naissance en cas de fausse couche ou de bébé mort-né ?,la question ne concerne pas la catégorie Protection sociale,2
1150,Faut-il toujours passer un examen médical avant de reprendre le travail ?,la question ne concerne pas la catégorie Protection sociale,2
1151,Je vis avec ma famille en Belgique. Je me marie. Puis-je effectuer un recours si on refuse mon mariage ?,la question ne concerne pas la catégorie Etrangers,2
1152,Je suis travailleuse salariée. Suis-je écartée pendant ma grossesse ?,la question ne concerne pas la catégorie Protection sociale,2
1153,Comment acter la rupture pour force majeure médicale ?,la question ne concerne pas la catégorie Travail,2
1154,Quels sont les risques d'accepter un travail au noir si je suis au chômage ou en stage d'insertion professionnelle ?,la question ne concerne pas la catégorie Protection sociale,2
1155,"Si le CPAS est condamné et qu'il va en appel, va-t-il me payer l'aide ?",la question ne concerne pas la catégorie Protection sociale,2
